Record_ID,City,Day_of_Week,Hour,Weather,Traffic_Level,Vehicle_Type,Road_Type,Speed_Limit_kmh,Average_Speed_kmh,Pedestrian_Count,Visibility_Percent,Near_Miss_Score,Incident
7481,Karachi,Sunday,9,Clear,Severe,Motorcycle,School Zone,40,21.7,38,87.5,71.2,0
7482,Rawalpindi,Friday,23,Clear,Low,Car,Highway,100,90.1,7,100.0,31.2,0
7483,Quetta,Tuesday,2,Rain,Medium,Motorcycle,Residential,50,37.8,3,77.9,43.1,1
7484,Lahore,Friday,22,Cloudy,High,Car,Market,50,63.3,19,88.1,52.4,0
7485,Islamabad,Sunday,13,Fog,Severe,Car,Main Road,60,30.4,12,41.4,59.7,0
7486,Rawalpindi,Sunday,22,Dust,Low,Motorcycle,Main Road,60,61.7,7,70.3,71.5,1
7487,Multan,Tuesday,13,Cloudy,High,Motorcycle,Main Road,60,40.6,7,82.5,35.5,0
7488,Rawalpindi,Monday,9,Clear,Medium,Car,Highway,100,110.5,9,89.7,41.7,0
7489,Quetta,Sunday,11,Clear,Medium,Rickshaw,Main Road,60,44.5,7,100.0,21.4,0
7490,Peshawar,Friday,5,Fog,Severe,Motorcycle,Residential,50,10.0,6,45.4,74.7,1
7491,Lahore,Tuesday,11,Fog,High,Motorcycle,Highway,100,65.1,3,42.7,56.2,0
7492,Rawalpindi,Saturday,22,Clear,High,Motorcycle,Market,50,31.5,24,87.5,33.1,0
7493,Multan,Sunday,13,Cloudy,Severe,Car,Residential,50,15.7,8,100.0,31.6,0
7494,Lahore,Thursday,1,Rain,High,Car,Market,50,19.5,26,68.7,46.7,0
7495,Quetta,Saturday,8,Cloudy,Medium,Rickshaw,Residential,50,53.7,8,87.9,35.6,0
7496,Islamabad,Wednesday,9,Dust,Medium,Motorcycle,Highway,100,80.4,4,55.9,41.7,0
7497,Multan,Sunday,16,Clear,High,Rickshaw,Market,50,18.9,28,78.1,39.1,0
7498,Rawalpindi,Tuesday,16,Dust,High,Rickshaw,Market,50,53.1,18,70.1,68.8,1
7499,Multan,Saturday,2,Clear,Medium,Motorcycle,School Zone,40,49.9,43,94.2,54.2,1
7500,Quetta,Friday,18,Clear,Medium,Motorcycle,Highway,100,89.3,13,89.0,33.0,0
7501,Rawalpindi,Friday,0,Clear,High,Motorcycle,Main Road,60,38.4,10,89.5,40.6,0
7502,Multan,Sunday,11,Cloudy,Severe,Car,Highway,100,61.2,11,98.7,41.5,0
7503,Islamabad,Monday,6,Cloudy,High,Car,School Zone,40,10.9,29,83.4,34.5,0
7504,Multan,Thursday,3,Rain,Low,Motorcycle,Main Road,60,45.7,7,85.5,61.7,0
7505,Lahore,Sunday,9,Cloudy,Medium,Bus,Highway,100,92.7,5,100.0,36.5,1
7506,Lahore,Tuesday,12,Cloudy,High,Car,Main Road,60,53.4,8,97.1,35.5,0
7507,Rawalpindi,Saturday,1,Clear,Low,Bus,Residential,50,39.3,4,87.7,20.4,0
7508,Quetta,Thursday,9,Fog,Severe,Motorcycle,Market,50,10.0,16,32.2,69.8,1
7509,Islamabad,Monday,20,Clear,Low,Rickshaw,Main Road,60,49.0,2,77.6,18.9,0
7510,Karachi,Sunday,21,Cloudy,High,Car,Main Road,60,57.5,7,85.8,62.2,1
7511,Lahore,Wednesday,3,Clear,Severe,Car,Residential,50,10.0,9,87.9,34.8,0
7512,Multan,Thursday,17,Clear,High,Car,Highway,100,69.1,10,87.4,37.1,0
7513,Karachi,Monday,4,Clear,High,Rickshaw,Market,50,43.4,21,86.8,34.8,0
7514,Multan,Sunday,18,Fog,Severe,Car,Market,50,10.0,20,51.4,61.5,1
7515,Rawalpindi,Sunday,1,Clear,High,Motorcycle,Market,50,26.7,18,89.8,38.9,0
7516,Karachi,Tuesday,11,Clear,Severe,Car,Market,50,10.7,22,98.4,40.8,0
7517,Quetta,Sunday,16,Rain,High,Car,Main Road,60,36.1,5,85.1,47.4,0
7518,Multan,Wednesday,9,Clear,High,Motorcycle,Residential,50,35.3,6,96.9,45.2,0
7519,Quetta,Sunday,1,Rain,High,Car,Residential,50,24.4,8,74.6,49.3,0
7520,Multan,Friday,5,Dust,Low,Motorcycle,Main Road,60,71.3,6,66.1,64.8,0
7521,Karachi,Monday,7,Rain,High,Bus,School Zone,40,13.8,41,88.0,63.1,0
7522,Quetta,Friday,18,Clear,Severe,Bus,Market,50,15.6,21,89.9,57.9,1
7523,Lahore,Sunday,10,Clear,High,Car,Highway,100,74.3,15,100.0,32.9,0
7524,Rawalpindi,Wednesday,11,Clear,Low,Rickshaw,Highway,100,103.3,10,100.0,34.5,0
7525,Karachi,Monday,8,Clear,Low,Motorcycle,Main Road,60,52.1,6,94.3,31.8,0
7526,Multan,Monday,1,Clear,Low,Car,Main Road,60,57.9,11,84.5,59.1,1
7527,Lahore,Sunday,7,Dust,Medium,Motorcycle,School Zone,40,31.8,51,63.4,61.5,1
7528,Multan,Wednesday,10,Cloudy,Medium,Van,Residential,50,18.5,10,87.6,35.8,0
7529,Karachi,Tuesday,20,Clear,Severe,Motorcycle,Highway,100,68.7,7,91.7,33.8,0
7530,Multan,Monday,3,Clear,Severe,Motorcycle,Market,50,23.6,24,80.9,64.8,1
7531,Lahore,Wednesday,9,Cloudy,Medium,Car,Highway,100,90.3,13,81.2,47.2,0
7532,Quetta,Thursday,20,Clear,High,Car,Highway,100,81.8,6,93.5,15.4,0
7533,Quetta,Friday,19,Dust,High,Car,Main Road,60,44.5,7,62.0,45.6,0
7534,Rawalpindi,Monday,15,Clear,Low,Rickshaw,School Zone,40,31.4,28,88.1,5.0,0
7535,Multan,Thursday,7,Dust,Severe,Motorcycle,Residential,50,20.8,6,53.7,36.9,0
7536,Quetta,Monday,3,Cloudy,Medium,Car,Market,50,29.3,25,77.3,24.6,0
7537,Islamabad,Tuesday,9,Fog,High,Motorcycle,Market,50,21.6,20,53.6,59.5,1
7538,Lahore,Sunday,11,Clear,High,Rickshaw,School Zone,40,10.0,38,91.6,53.8,0
7539,Lahore,Wednesday,13,Clear,High,Rickshaw,Main Road,60,42.1,7,85.5,49.6,0
7540,Karachi,Monday,15,Cloudy,High,Car,Main Road,60,41.5,7,85.8,37.6,0
7541,Rawalpindi,Wednesday,21,Dust,Medium,Motorcycle,Residential,50,48.2,18,68.3,62.4,0
7542,Peshawar,Saturday,17,Rain,High,Rickshaw,School Zone,40,10.0,37,88.6,67.5,1
7543,Quetta,Monday,20,Cloudy,Medium,Van,Residential,50,17.7,8,86.6,11.4,0
7544,Peshawar,Tuesday,21,Clear,Severe,Motorcycle,Main Road,60,31.3,9,86.9,59.9,1
7545,Islamabad,Tuesday,20,Clear,High,Car,Market,50,22.1,17,80.8,30.5,0
7546,Rawalpindi,Sunday,11,Clear,Medium,Van,Highway,100,94.2,6,96.6,29.4,0
7547,Lahore,Sunday,17,Cloudy,High,Car,Residential,50,61.6,9,84.8,64.7,1
7548,Peshawar,Thursday,6,Clear,Medium,Rickshaw,Residential,50,22.4,9,97.1,27.1,0
7549,Islamabad,Tuesday,19,Clear,High,Motorcycle,Residential,50,25.8,11,93.5,44.2,0
7550,Rawalpindi,Wednesday,23,Cloudy,High,Motorcycle,Residential,50,10.0,5,100.0,66.8,1
7551,Islamabad,Saturday,22,Fog,High,Car,Highway,100,68.5,9,35.5,66.4,1
7552,Quetta,Tuesday,6,Cloudy,High,Car,Residential,50,34.1,11,88.4,30.6,0
7553,Peshawar,Monday,8,Cloudy,Medium,Rickshaw,Main Road,60,52.2,6,85.4,25.6,0
7554,Karachi,Tuesday,0,Fog,Low,Car,Main Road,60,39.5,5,41.5,35.4,0
7555,Karachi,Saturday,5,Clear,High,Motorcycle,Main Road,60,44.1,13,87.7,45.7,0
7556,Rawalpindi,Wednesday,5,Clear,High,Rickshaw,Residential,50,37.3,11,96.7,26.1,0
7557,Islamabad,Monday,21,Rain,Low,Rickshaw,Market,50,50.9,18,84.7,48.5,1
7558,Lahore,Thursday,11,Clear,High,Bus,Market,50,31.6,20,88.7,27.5,0
7559,Peshawar,Thursday,21,Clear,High,Motorcycle,Main Road,60,30.9,9,84.2,38.4,0
7560,Karachi,Thursday,11,Clear,Low,Motorcycle,Market,50,46.0,16,98.7,52.5,0
7561,Karachi,Sunday,9,Cloudy,Medium,Car,Residential,50,39.9,7,94.5,30.7,0
7562,Islamabad,Monday,22,Clear,Low,Car,Main Road,60,61.2,11,92.3,21.1,0
7563,Karachi,Thursday,5,Clear,Medium,Motorcycle,Residential,50,54.2,8,87.3,41.6,0
7564,Multan,Sunday,16,Clear,High,Motorcycle,Highway,100,76.7,3,88.4,48.7,0
7565,Islamabad,Tuesday,18,Clear,Low,Car,Highway,100,107.3,14,94.2,41.6,0
7566,Peshawar,Monday,17,Fog,Medium,Car,Main Road,60,37.5,6,58.8,40.6,0
7567,Islamabad,Monday,5,Fog,High,Motorcycle,Residential,50,10.0,7,24.2,53.0,1
7568,Karachi,Monday,23,Dust,Severe,Car,Residential,50,24.6,8,66.2,48.3,0
7569,Islamabad,Friday,18,Fog,High,Motorcycle,Main Road,60,41.5,5,43.1,50.4,0
7570,Karachi,Sunday,9,Clear,Low,Motorcycle,Market,50,42.5,28,89.9,30.6,0
7571,Quetta,Wednesday,23,Dust,Severe,Motorcycle,Residential,50,15.1,8,59.2,64.0,1
7572,Rawalpindi,Friday,7,Clear,Medium,Bus,Residential,50,52.7,7,83.8,50.8,0
7573,Karachi,Friday,20,Rain,Medium,Car,Market,50,44.6,29,79.3,39.5,0
7574,Multan,Friday,23,Clear,Low,Rickshaw,Residential,50,45.1,6,83.4,45.4,0
7575,Multan,Wednesday,5,Rain,Severe,Motorcycle,Highway,100,50.8,6,79.1,73.3,1
7576,Multan,Friday,20,Clear,Medium,Motorcycle,Market,50,33.9,19,93.0,19.3,0
7577,Multan,Thursday,6,Clear,Severe,Rickshaw,Main Road,60,38.1,7,89.4,48.1,0
7578,Karachi,Monday,23,Dust,Low,Car,Highway,100,82.9,8,73.6,18.4,0
7579,Karachi,Monday,0,Rain,Medium,Motorcycle,Main Road,60,49.1,7,82.9,21.3,0
7580,Rawalpindi,Sunday,17,Cloudy,Low,Car,Market,50,35.6,22,89.5,7.9,0
7581,Quetta,Tuesday,23,Cloudy,Medium,Car,Highway,100,77.0,10,93.4,37.7,0
7582,Lahore,Saturday,19,Clear,Severe,Car,Market,50,13.6,21,81.0,30.7,0
7583,Karachi,Thursday,11,Cloudy,Low,Motorcycle,Residential,50,58.9,5,88.4,79.8,1
7584,Lahore,Wednesday,15,Clear,Medium,Motorcycle,Highway,100,77.2,6,89.7,24.0,0
7585,Peshawar,Saturday,9,Dust,High,Car,Residential,50,10.0,6,52.7,44.5,0
7586,Quetta,Monday,9,Cloudy,Low,Car,Market,50,35.5,32,100.0,15.7,0
7587,Islamabad,Friday,13,Fog,Medium,Motorcycle,Highway,100,92.5,11,43.4,72.0,1
7588,Lahore,Sunday,19,Clear,Medium,Motorcycle,Main Road,60,66.4,5,98.9,39.6,0
7589,Multan,Sunday,9,Clear,High,Bus,Market,50,26.6,17,95.6,35.3,0
7590,Quetta,Tuesday,9,Clear,Low,Rickshaw,School Zone,40,54.1,33,100.0,56.7,0
7591,Peshawar,Tuesday,10,Clear,High,Motorcycle,Main Road,60,39.4,9,80.9,33.4,0
7592,Quetta,Monday,22,Clear,High,Van,Main Road,60,42.2,10,94.6,49.6,1
7593,Islamabad,Thursday,1,Dust,Medium,Car,Residential,50,51.5,9,68.4,43.1,0
7594,Karachi,Sunday,19,Clear,Low,Car,School Zone,40,29.2,36,88.7,25.8,0
7595,Karachi,Saturday,7,Cloudy,Severe,Car,Main Road,60,43.1,7,88.0,38.7,0
7596,Multan,Tuesday,22,Clear,Medium,Motorcycle,Residential,50,33.0,15,94.2,29.9,0
7597,Karachi,Monday,6,Clear,Medium,Car,Highway,100,93.5,6,89.9,47.0,0
7598,Rawalpindi,Thursday,7,Cloudy,Low,Car,Main Road,60,59.4,10,80.6,34.5,0
7599,Rawalpindi,Monday,0,Dust,Low,Rickshaw,School Zone,40,41.2,44,75.9,54.7,0
7600,Rawalpindi,Monday,20,Clear,Medium,Bus,Highway,100,92.9,6,87.9,35.4,0
7601,Multan,Thursday,1,Clear,Medium,Car,School Zone,40,13.1,40,65.8,20.1,0
7602,Rawalpindi,Thursday,17,Clear,High,Motorcycle,Main Road,60,67.2,4,91.2,57.2,0
7603,Peshawar,Thursday,14,Dust,High,Motorcycle,Main Road,60,25.1,10,66.6,47.0,0
7604,Multan,Monday,0,Rain,Medium,Bus,Residential,50,58.4,5,72.8,51.5,0
7605,Quetta,Tuesday,4,Fog,Low,Car,Main Road,60,34.6,5,32.5,26.8,0
7606,Peshawar,Wednesday,1,Clear,High,Van,Main Road,60,43.3,7,100.0,46.0,0
7607,Karachi,Wednesday,19,Dust,Medium,Motorcycle,School Zone,40,25.5,33,51.5,68.1,1
7608,Islamabad,Monday,2,Dust,Severe,Motorcycle,Main Road,60,33.9,7,55.1,45.7,0
7609,Rawalpindi,Monday,18,Dust,High,Motorcycle,Highway,100,82.9,7,52.3,50.0,0
7610,Quetta,Tuesday,17,Clear,Medium,Car,Market,50,40.9,22,85.5,8.2,0
7611,Islamabad,Thursday,21,Rain,Medium,Motorcycle,Main Road,60,41.4,7,98.3,25.7,0
7612,Multan,Monday,17,Cloudy,Low,Car,Main Road,60,68.8,8,76.3,31.8,0
7613,Multan,Sunday,13,Cloudy,Medium,Motorcycle,Residential,50,57.2,12,97.8,58.0,0
7614,Peshawar,Friday,23,Clear,High,Van,Market,50,63.7,24,91.2,54.7,1
7615,Rawalpindi,Thursday,7,Rain,High,Van,School Zone,40,14.4,33,68.3,66.7,0
7616,Multan,Sunday,11,Fog,Medium,Car,Residential,50,10.0,9,42.6,37.8,0
7617,Peshawar,Monday,20,Rain,High,Rickshaw,School Zone,40,34.1,29,74.9,35.9,0
7618,Peshawar,Friday,9,Cloudy,Low,Motorcycle,Main Road,60,39.7,8,94.8,23.4,0
7619,Lahore,Sunday,22,Cloudy,Low,Motorcycle,Market,50,47.1,24,100.0,53.8,0
7620,Quetta,Saturday,19,Cloudy,Medium,Motorcycle,Highway,100,92.3,9,94.4,35.7,0
7621,Peshawar,Tuesday,16,Clear,High,Motorcycle,Main Road,60,33.6,6,98.3,67.2,0
7622,Karachi,Friday,10,Clear,High,Rickshaw,Highway,100,85.3,10,80.4,37.5,0
7623,Multan,Monday,1,Rain,Medium,Motorcycle,Residential,50,42.0,7,73.4,31.7,0
7624,Peshawar,Wednesday,3,Clear,High,Rickshaw,School Zone,40,40.4,33,91.5,68.8,1
7625,Rawalpindi,Sunday,0,Rain,Low,Rickshaw,Main Road,60,52.0,10,66.5,37.5,0
7626,Multan,Monday,14,Rain,Medium,Motorcycle,Market,50,36.3,26,69.3,49.2,0
7627,Multan,Wednesday,12,Cloudy,High,Motorcycle,Highway,100,86.2,15,78.4,37.7,1
7628,Karachi,Tuesday,7,Dust,Low,Motorcycle,Market,50,38.8,25,62.9,24.5,0
7629,Peshawar,Tuesday,3,Clear,Low,Car,Residential,50,54.0,9,84.7,33.5,0
7630,Karachi,Thursday,9,Clear,Low,Motorcycle,Residential,50,40.1,8,86.1,33.8,0
7631,Peshawar,Sunday,18,Clear,Medium,Motorcycle,Residential,50,57.4,10,83.2,51.8,0
7632,Quetta,Thursday,17,Dust,High,Rickshaw,Residential,50,20.2,9,63.5,37.6,0
7633,Karachi,Wednesday,4,Fog,High,Rickshaw,Market,50,10.0,24,31.8,49.8,0
7634,Islamabad,Wednesday,18,Clear,High,Motorcycle,Highway,100,81.3,4,81.6,40.7,0
7635,Lahore,Tuesday,22,Clear,Low,Car,Main Road,60,59.5,11,93.6,67.5,1
7636,Karachi,Friday,21,Clear,Severe,Motorcycle,School Zone,40,10.0,31,85.5,70.0,1
7637,Rawalpindi,Wednesday,15,Cloudy,Medium,Rickshaw,Residential,50,35.1,5,85.6,12.6,0
7638,Lahore,Wednesday,0,Cloudy,High,Car,Residential,50,37.8,10,96.7,51.2,0
7639,Lahore,Sunday,11,Cloudy,Severe,Rickshaw,Residential,50,20.4,7,94.0,51.7,0
7640,Peshawar,Friday,23,Dust,Medium,Van,Main Road,60,24.6,9,66.8,21.0,0
7641,Karachi,Thursday,1,Rain,Low,Car,Main Road,60,58.4,12,79.3,48.7,0
7642,Quetta,Thursday,20,Clear,Medium,Van,Highway,100,85.2,10,100.0,23.0,0
7643,Multan,Wednesday,7,Clear,Medium,Motorcycle,Residential,50,36.0,8,90.1,48.6,0
7644,Lahore,Sunday,17,Dust,Low,Car,Main Road,60,58.9,2,62.5,33.2,0
7645,Rawalpindi,Thursday,15,Cloudy,Low,Car,Market,50,35.4,16,87.6,23.3,0
7646,Quetta,Thursday,4,Clear,Medium,Car,School Zone,40,11.7,37,100.0,32.3,0
7647,Quetta,Saturday,21,Clear,Low,Motorcycle,School Zone,40,21.6,29,90.8,29.3,0
7648,Rawalpindi,Sunday,12,Rain,High,Bus,Highway,100,63.8,7,84.2,35.5,0
7649,Multan,Thursday,18,Clear,Low,Car,Main Road,60,43.3,5,100.0,29.5,0
7650,Rawalpindi,Tuesday,2,Cloudy,Medium,Motorcycle,Main Road,60,64.4,10,80.8,51.1,0
7651,Peshawar,Monday,7,Cloudy,Low,Van,Highway,100,120.0,10,100.0,29.4,0
7652,Islamabad,Wednesday,11,Clear,High,Rickshaw,School Zone,40,53.7,35,100.0,69.7,0
7653,Multan,Wednesday,1,Cloudy,High,Car,Market,50,38.3,29,95.8,35.3,0
7654,Karachi,Tuesday,10,Clear,Low,Motorcycle,School Zone,40,20.3,36,93.4,33.7,0
7655,Lahore,Monday,11,Clear,High,Car,Highway,100,78.7,11,86.0,48.5,0
7656,Karachi,Monday,17,Clear,Low,Motorcycle,Main Road,60,69.9,11,87.9,48.9,1
7657,Quetta,Tuesday,12,Cloudy,High,Car,Main Road,60,12.9,10,90.4,4.8,0
7658,Lahore,Friday,4,Rain,Medium,Bus,Main Road,60,54.2,6,83.4,48.9,0
7659,Multan,Friday,21,Clear,Low,Car,Residential,50,60.5,10,94.0,44.2,0
7660,Peshawar,Monday,11,Rain,Medium,Van,Residential,50,41.5,10,78.7,13.5,0
7661,Karachi,Friday,1,Clear,Low,Bus,Residential,50,39.9,8,100.0,10.9,0
7662,Peshawar,Friday,4,Cloudy,High,Van,Main Road,60,57.0,8,92.3,35.5,1
7663,Peshawar,Friday,6,Cloudy,High,Van,Highway,100,75.9,7,87.1,38.2,1
7664,Multan,Monday,23,Cloudy,High,Motorcycle,Main Road,60,55.9,10,68.1,76.8,1
7665,Karachi,Friday,11,Clear,Severe,Bus,Residential,50,15.9,9,100.0,79.8,1
7666,Karachi,Wednesday,15,Clear,High,Car,Residential,50,24.3,6,88.9,25.6,0
7667,Multan,Saturday,22,Clear,Medium,Motorcycle,Main Road,60,58.5,7,97.2,41.8,0
7668,Multan,Monday,7,Clear,High,Motorcycle,Residential,50,35.1,7,99.0,29.6,1
7669,Lahore,Tuesday,8,Dust,Severe,Car,School Zone,40,36.9,29,66.6,89.1,1
7670,Quetta,Friday,14,Clear,High,Car,School Zone,40,18.2,36,95.3,61.4,1
7671,Quetta,Thursday,4,Clear,Severe,Rickshaw,Main Road,60,33.4,8,84.4,33.0,0
7672,Multan,Monday,12,Clear,Severe,Car,Main Road,60,44.8,5,91.8,52.4,1
7673,Rawalpindi,Sunday,4,Cloudy,Medium,Car,Market,50,23.5,32,93.2,41.4,1
7674,Peshawar,Tuesday,10,Rain,Low,Rickshaw,Main Road,60,50.3,6,78.2,11.2,0
7675,Quetta,Saturday,9,Clear,Medium,Car,School Zone,40,33.7,40,91.2,51.2,0
7676,Islamabad,Wednesday,19,Clear,Severe,Rickshaw,Residential,50,10.0,9,100.0,50.9,0
7677,Multan,Sunday,12,Rain,Low,Van,Residential,50,65.1,13,89.4,43.5,0
7678,Multan,Tuesday,8,Clear,High,Car,School Zone,40,32.4,40,83.5,50.7,0
7679,Lahore,Friday,20,Cloudy,High,Car,Main Road,60,46.7,9,94.0,42.2,0
7680,Multan,Thursday,13,Rain,Severe,Bus,Residential,50,37.4,10,90.7,47.8,0
7681,Lahore,Friday,17,Clear,High,Bus,Main Road,60,46.5,11,90.2,29.4,0
7682,Rawalpindi,Tuesday,14,Clear,Medium,Bus,Main Road,60,76.3,5,95.1,39.1,0
7683,Rawalpindi,Monday,9,Clear,Low,Car,Highway,100,114.4,9,90.1,30.8,0
7684,Multan,Sunday,23,Rain,Severe,Rickshaw,Highway,100,60.7,4,68.9,47.9,1
7685,Peshawar,Thursday,6,Rain,Severe,Motorcycle,Residential,50,16.9,8,73.5,62.1,0
7686,Lahore,Sunday,7,Clear,High,Rickshaw,Residential,50,29.8,11,94.8,30.2,0
7687,Lahore,Sunday,2,Clear,Severe,Motorcycle,Residential,50,35.9,9,87.2,42.8,1
7688,Islamabad,Thursday,14,Cloudy,Low,Rickshaw,Main Road,60,64.0,10,87.6,42.8,0
7689,Peshawar,Tuesday,15,Clear,High,Motorcycle,Market,50,36.8,24,97.1,53.1,0
7690,Peshawar,Saturday,3,Clear,Medium,Motorcycle,Highway,100,114.4,10,97.4,41.2,0
7691,Quetta,Saturday,20,Cloudy,High,Motorcycle,Main Road,60,33.7,4,92.5,68.2,1
7692,Rawalpindi,Friday,5,Rain,Low,Motorcycle,School Zone,40,15.7,33,81.9,66.5,1
7693,Quetta,Tuesday,0,Clear,Medium,Motorcycle,Main Road,60,38.2,7,83.4,30.6,0
7694,Peshawar,Thursday,3,Clear,High,Car,School Zone,40,43.1,29,79.3,38.1,0
7695,Multan,Tuesday,10,Dust,High,Car,Main Road,60,32.0,10,66.7,68.7,1
7696,Islamabad,Thursday,11,Clear,Severe,Car,School Zone,40,18.0,38,100.0,46.0,0
7697,Multan,Sunday,4,Cloudy,High,Motorcycle,Highway,100,60.2,10,91.5,49.5,1
7698,Multan,Friday,22,Cloudy,Medium,Rickshaw,Main Road,60,53.7,7,78.5,21.9,0
7699,Peshawar,Monday,20,Clear,Medium,Car,Main Road,60,38.6,7,90.9,23.4,0
7700,Quetta,Sunday,15,Cloudy,Severe,Motorcycle,Market,50,36.2,17,98.2,55.3,0
7701,Karachi,Monday,12,Clear,High,Car,Highway,100,81.7,12,94.7,11.6,0
7702,Multan,Tuesday,12,Cloudy,Severe,Bus,Market,50,10.0,27,80.4,54.3,0
7703,Multan,Thursday,16,Cloudy,Low,Bus,Residential,50,66.5,7,88.5,21.4,0
7704,Karachi,Monday,6,Dust,Medium,Car,Main Road,60,49.8,4,65.6,32.7,0
7705,Islamabad,Sunday,7,Cloudy,Severe,Van,Residential,50,13.1,8,90.4,37.4,0
7706,Rawalpindi,Thursday,12,Clear,Low,Motorcycle,Main Road,60,65.4,6,88.1,75.8,1
7707,Lahore,Friday,22,Clear,Medium,Car,Highway,100,101.5,15,87.6,32.1,0
7708,Peshawar,Sunday,15,Clear,Medium,Car,Main Road,60,36.6,10,88.7,7.5,0
7709,Quetta,Tuesday,3,Dust,High,Van,Highway,100,77.9,7,70.7,59.1,0
7710,Rawalpindi,Thursday,7,Fog,Low,Car,Market,50,15.5,22,31.1,41.5,0
7711,Quetta,Tuesday,15,Clear,High,Car,Residential,50,35.6,8,90.3,23.3,0
7712,Rawalpindi,Thursday,20,Clear,Severe,Van,Residential,50,17.8,11,94.4,29.8,0
7713,Peshawar,Sunday,9,Clear,Medium,Car,Residential,50,54.1,11,88.2,48.7,1
7714,Lahore,Saturday,11,Fog,Medium,Van,Market,50,18.4,27,45.7,25.1,1
7715,Peshawar,Saturday,11,Clear,Low,Rickshaw,Main Road,60,70.1,11,100.0,42.1,0
7716,Lahore,Thursday,4,Cloudy,Medium,Motorcycle,School Zone,40,25.0,34,80.5,41.6,1
7717,Quetta,Friday,15,Clear,Medium,Motorcycle,School Zone,40,35.3,32,92.9,36.0,0
7718,Islamabad,Tuesday,0,Clear,Medium,Motorcycle,Residential,50,42.4,16,100.0,16.7,0
7719,Lahore,Wednesday,8,Clear,Medium,Motorcycle,Main Road,60,50.8,10,94.3,42.0,0
7720,Rawalpindi,Thursday,11,Clear,Medium,Car,Main Road,60,51.1,8,89.5,17.3,0
7721,Islamabad,Thursday,4,Clear,High,Rickshaw,School Zone,40,20.8,20,80.8,52.4,0
7722,Quetta,Saturday,21,Clear,Severe,Car,Residential,50,37.6,10,89.4,42.7,0
7723,Karachi,Monday,19,Clear,Low,Car,School Zone,40,35.0,23,100.0,16.6,0
7724,Islamabad,Sunday,21,Clear,High,Van,Main Road,60,48.2,6,85.9,17.2,0
7725,Lahore,Saturday,23,Dust,Medium,Motorcycle,Highway,100,85.8,7,70.9,43.7,0
7726,Islamabad,Tuesday,2,Rain,Low,Car,Highway,100,85.0,7,66.5,21.0,0
7727,Quetta,Saturday,4,Rain,Medium,Motorcycle,Market,50,43.5,20,75.4,39.4,0
7728,Islamabad,Wednesday,1,Clear,High,Motorcycle,Main Road,60,56.5,11,89.4,61.0,1
7729,Quetta,Friday,13,Rain,Medium,Rickshaw,School Zone,40,18.7,35,75.7,60.5,0
7730,Karachi,Sunday,1,Clear,Low,Bus,Main Road,60,60.4,15,89.1,36.3,0
7731,Lahore,Wednesday,12,Clear,High,Rickshaw,Market,50,30.1,20,97.1,31.8,0
7732,Multan,Friday,6,Clear,Low,Car,Highway,100,104.9,5,92.6,38.3,0
7733,Rawalpindi,Wednesday,9,Clear,Low,Rickshaw,Highway,100,103.6,11,85.7,52.8,1
7734,Islamabad,Sunday,12,Clear,High,Car,Highway,100,91.2,8,78.2,42.6,0
7735,Multan,Saturday,15,Clear,Low,Motorcycle,School Zone,40,38.6,30,89.5,70.3,0
7736,Peshawar,Wednesday,13,Clear,Low,Car,Main Road,60,66.5,2,97.5,54.2,0
7737,Rawalpindi,Saturday,10,Clear,Medium,Car,Residential,50,64.9,5,70.3,30.1,0
7738,Islamabad,Sunday,9,Cloudy,High,Van,School Zone,40,21.5,23,92.3,30.4,0
7739,Rawalpindi,Saturday,5,Cloudy,Medium,Van,School Zone,40,30.9,32,92.0,47.9,0
7740,Multan,Tuesday,3,Dust,High,Van,School Zone,40,10.0,36,76.8,67.8,1
7741,Peshawar,Saturday,20,Clear,High,Motorcycle,Market,50,43.1,22,89.8,49.3,0
7742,Rawalpindi,Monday,0,Clear,Severe,Bus,Market,50,22.3,17,80.8,42.9,0
7743,Multan,Wednesday,6,Fog,Low,Rickshaw,Main Road,60,35.2,10,40.6,44.6,0
7744,Rawalpindi,Sunday,23,Clear,High,Rickshaw,Residential,50,29.5,8,91.6,29.5,0
7745,Peshawar,Thursday,8,Rain,Medium,Car,Main Road,60,35.5,7,69.2,27.7,0
7746,Peshawar,Thursday,7,Clear,High,Bus,Market,50,29.4,24,93.4,41.6,1
7747,Peshawar,Thursday,4,Clear,Severe,Car,School Zone,40,11.5,22,99.4,63.2,1
7748,Karachi,Sunday,18,Clear,Medium,Bus,Main Road,60,52.0,10,100.0,32.8,0
7749,Quetta,Monday,9,Dust,High,Rickshaw,Residential,50,27.7,8,66.1,38.4,0
7750,Quetta,Saturday,10,Clear,Severe,Rickshaw,Market,50,10.2,16,79.6,61.3,0
7751,Multan,Wednesday,14,Clear,Medium,Bus,Market,50,23.2,24,100.0,0.0,0
7752,Peshawar,Friday,5,Cloudy,High,Motorcycle,Main Road,60,59.6,12,97.7,69.9,1
7753,Multan,Friday,14,Cloudy,High,Van,Main Road,60,52.4,6,91.4,43.4,1
7754,Quetta,Sunday,4,Dust,High,Motorcycle,School Zone,40,10.0,31,66.9,82.1,1
7755,Rawalpindi,Tuesday,18,Clear,Medium,Car,Main Road,60,40.2,11,100.0,16.5,0
7756,Peshawar,Monday,21,Cloudy,Severe,Car,Main Road,60,30.8,6,100.0,30.1,0
