User_ID,Date,Age,Occupation,Sleep_Hours,Sleep_Quality,Screen_Time_Hours,Social_Media_Hours,Study_Work_Hours,Exercise_Minutes,Notifications_Received,Phone_Pickups,Caffeine_Cups,Stress_Score,Mood_Score,Productivity_Score,Tasks_Planned,Tasks_Completed,Weekend
U05345,2025-05-27,36,Teacher,8.2,10.0,7.3,4.2,10.0,11,103,111,2,4,10.0,100.0,7,4,No
U05449,2025-05-27,41,Teacher,5.5,7.0,5.9,4.7,8.6,26,101,104,1,4,6.0,63.8,7,3,No
U05008,2025-05-27,57,Student,7.9,10.0,6.9,1.7,5.9,47,113,87,1,4,10.0,78.4,2,2,No
U01500,2025-05-28,50,Student,8.4,10.0,2.7,0.9,9.7,32,80,59,0,2,10.0,100.0,6,6,Yes
U01834,2025-05-28,48,Student,8.8,10.0,3.2,1.7,7.8,48,48,38,1,2,10.0,100.0,10,7,No
U00027,2025-05-28,42,Freelancer,6.9,8.0,4.1,1.4,9.0,15,53,65,2,3,5.0,90.0,11,7,No
U03770,2025-05-28,25,Student,8.7,10.0,1.6,0.9,8.9,18,67,39,2,1,9.0,100.0,3,1,No
U00927,2025-05-28,47,Teacher,5.8,9.0,7.6,3.6,9.6,47,114,90,1,5,7.0,66.2,5,2,Yes
U01935,2025-05-28,42,Software Engineer,6.5,9.0,6.7,1.7,10.4,39,122,98,1,6,7.0,72.1,11,8,No
U03264,2025-05-28,51,Teacher,6.2,,7.2,1.9,7.1,19,113,62,2,4,5.0,61.8,4,3,No
U02510,2025-05-28,60,Software Engineer,7.7,10.0,5.3,0.8,12.0,57,133,58,2,2,10.0,100.0,7,5,No
U03260,2025-05-28,45,Student,5.8,7.0,8.0,2.7,10.6,36,138,113,1,5,9.0,75.5,4,2,No
U03865,2025-05-28,51,Freelancer,6.9,8.0,6.9,2.3,8.7,22,121,98,1,6,10.0,91.0,8,6,Yes
U06083,2025-05-28,59,Software Engineer,8.5,9.0,4.6,3.3,12.0,22,105,71,3,2,10.0,100.0,13,11,No
U01322,2025-05-28,42,Teacher,5.2,8.0,8.1,3.5,9.6,36,142,104,1,5,8.0,80.6,5,4,No
U05300,2025-05-28,53,Software Engineer,8.4,8.0,5.7,2.8,8.1,6,122,79,2,6,9.0,82.2,5,3,Yes
U02525,2025-05-28,18,Student,4.4,5.0,4.4,0.7,8.4,57,98,61,3,3,10.0,83.0,7,2,No
U03089,2025-05-29,29,Freelancer,7.3,10.0,5.2,0.9,7.2,40,81,70,4,2,6.0,85.4,4,2,No
U03355,2025-05-29,57,Designer,7.5,10.0,4.6,1.7,9.6,46,97,70,0,4,8.0,95.5,6,5,Yes
U02855,2025-05-29,46,Freelancer,7.0,10.0,9.3,4.5,9.1,28,137,122,4,4,7.0,73.6,10,7,No
U02726,2025-05-29,51,Designer,5.5,9.0,5.0,2.4,8.8,27,81,73,2,5,7.0,68.0,10,6,No
U00325,2025-05-29,20,Analyst,8.4,10.0,2.0,0.3,12.0,61,103,29,5,1,10.0,100.0,5,5,No
U02748,2025-05-29,39,Student,7.3,10.0,8.9,2.8,9.7,54,167,82,2,7,9.0,83.9,8,5,Yes
U05598,2025-05-29,60,Student,7.0,9.0,9.9,5.6,10.3,44,195,128,1,7,6.0,77.9,9,4,Yes
U03705,2025-05-29,60,Teacher,8.5,10.0,7.1,3.7,8.4,15,129,94,1,4,8.0,77.2,9,6,No
U01921,2025-05-29,18,Analyst,6.8,10.0,5.3,1.7,9.3,61,140,55,2,5,10.0,94.6,5,4,No
U02072,2025-05-29,36,Software Engineer,7.9,10.0,6.2,2.8,10.1,8,164,66,1,5,9.0,87.2,10,9,No
U02155,2025-05-29,25,Freelancer,5.8,10.0,3.7,2.3,8.3,45,78,59,0,3,10.0,100.0,6,3,No
U03480,2025-05-29,44,Designer,6.4,8.0,4.1,0.5,10.5,44,100,60,2,3,9.0,99.8,14,13,No
U02456,2025-05-29,51,Software Engineer,6.8,10.0,8.7,3.6,6.6,25,163,122,1,6,8.0,79.6,5,2,No
U02507,2025-05-29,41,Software Engineer,4.6,5.0,6.0,3.4,8.7,38,117,90,3,6,5.0,68.3,4,2,No
U04644,2025-05-29,33,Teacher,6.5,7.0,2.3,0.2,8.8,15,54,44,3,4,9.0,88.6,6,5,No
U00081,2025-05-29,32,Analyst,3.8,6.0,6.7,1.8,9.6,41,133,74,0,8,4.0,63.3,11,5,No
U02077,2025-05-29,35,Student,7.2,10.0,8.8,4.2,7.8,46,176,117,1,8,7.0,65.2,4,2,Yes
U03627,2025-05-29,42,Software Engineer,7.6,10.0,8.7,3.2,8.3,1,163,101,1,7,7.0,65.8,3,3,Yes
U06879,2025-05-29,51,Freelancer,7.4,10.0,7.5,2.4,8.3,61,124,63,2,5,9.0,94.3,14,7,No
U03745,2025-05-30,53,Software Engineer,5.7,7.0,1.0,0.1,12.0,17,47,5,1,4,9.0,100.0,7,4,No
U03616,2025-05-30,60,Software Engineer,7.2,10.0,9.2,4.6,5.3,12,168,126,2,7,8.0,54.2,8,4,No
U05795,2025-05-30,52,Software Engineer,6.5,8.0,8.0,2.2,8.9,48,126,110,1,5,10.0,86.7,12,7,No
U06489,2025-05-30,50,Analyst,8.3,7.0,2.1,0.3,12.0,17,62,18,1,1,10.0,100.0,10,8,No
U03504,2025-05-30,54,Student,7.9,10.0,5.7,3.0,10.8,9,120,105,2,6,9.0,77.4,4,3,Yes
U03553,2025-05-30,53,Designer,8.6,10.0,8.7,1.2,8.8,41,144,87,1,3,10.0,90.6,7,4,No
U04525,2025-05-30,48,Student,7.6,10.0,6.7,4.6,6.6,17,144,90,3,4,10.0,82.7,2,1,Yes
U04321,2025-05-30,51,Student,6.8,10.0,6.5,1.6,10.0,42,89,72,2,3,9.0,91.7,4,4,No
U02118,2025-05-30,49,Student,6.5,10.0,8.6,4.4,7.9,14,173,99,1,8,7.0,62.9,2,0,No
U04958,2025-05-30,20,Software Engineer,8.2,10.0,7.3,4.3,5.8,48,157,99,2,4,9.0,79.9,2,2,No
U00298,2025-05-30,51,Freelancer,7.8,10.0,10.3,5.1,5.0,6,172,134,3,6,9.0,70.4,6,4,No
U04808,2025-05-30,56,Analyst,8.8,9.0,6.8,3.7,8.8,53,137,79,2,4,10.0,100.0,4,2,No
U02140,2025-05-30,55,Software Engineer,7.4,10.0,10.0,3.5,9.2,41,201,133,4,7,9.0,65.0,6,4,No
U01998,2025-05-30,32,Student,6.4,10.0,6.0,2.3,10.5,36,131,65,2,5,8.0,90.4,6,4,No
U02492,2025-05-30,60,Analyst,8.0,10.0,6.4,1.8,6.7,33,132,87,1,3,10.0,87.7,8,4,No
U03167,2025-05-31,55,Teacher,6.8,9.0,5.4,1.2,8.8,14,107,50,1,6,8.0,94.0,11,7,No
U05228,2025-05-31,39,Designer,6.7,10.0,8.4,4.6,8.1,26,151,118,3,7,8.0,81.7,5,1,Yes
U03871,2025-05-31,23,Freelancer,4.9,10.0,10.2,1.9,8.2,23,147,125,1,7,6.0,54.5,7,3,No
U05436,2025-05-31,41,Teacher,7.9,10.0,6.4,1.5,8.8,59,100,76,4,3,10.0,100.0,4,3,No
U05061,2025-05-31,55,Teacher,7.3,10.0,7.7,2.1,8.4,3,122,91,0,4,10.0,82.6,5,1,No
U05014,2025-05-31,54,Designer,9.2,10.0,6.3,1.7,8.6,11,104,87,0,6,8.0,81.5,4,2,No
U03028,2025-05-31,19,Software Engineer,7.5,10.0,3.0,0.5,11.0,38,51,34,2,2,8.0,100.0,12,8,No
U01354,2025-05-31,56,Analyst,9.7,10.0,1.8,0.6,8.1,29,50,47,3,2,10.0,100.0,5,3,Yes
U06228,2025-05-31,37,Software Engineer,8.4,10.0,8.2,4.6,9.3,50,150,124,1,7,8.0,89.5,6,3,No
U01073,2025-05-31,27,Analyst,6.3,8.0,10.5,3.2,4.3,50,190,122,2,7,7.0,49.1,6,2,No
U04157,2025-05-31,60,Analyst,7.2,9.0,8.1,2.1,7.8,24,172,98,0,6,8.0,77.3,6,3,Yes
U04155,2025-05-31,50,Software Engineer,6.2,7.0,7.9,2.7,8.2,67,156,78,2,5,8.0,86.0,8,5,No
U03091,2025-05-31,43,Student,6.9,10.0,5.7,1.8,8.6,24,111,90,2,4,10.0,76.3,4,1,No
U03592,2025-05-31,18,Teacher,6.7,8.0,13.6,4.1,9.7,70,260,151,2,9,8.0,67.7,4,1,No
U02108,2025-05-31,56,Analyst,8.2,10.0,7.8,2.8,6.7,100,189,79,0,6,10.0,87.4,8,5,Yes
U03759,2025-05-31,53,Student,4.8,7.0,5.0,2.0,11.3,33,118,91,0,5,5.0,81.6,6,4,No
U00284,2025-05-31,25,Designer,6.8,8.0,5.7,1.5,12.0,59,92,60,4,3,10.0,100.0,6,4,No
U02036,2025-05-31,28,Designer,7.1,7.0,7.4,2.5,6.2,44,149,70,4,4,10.0,75.9,6,2,No
U01995,2025-05-31,54,Analyst,6.8,8.0,2.9,1.4,9.9,30,54,44,2,2,8.0,100.0,7,7,Yes
U04634,2025-05-31,25,Analyst,5.1,7.0,5.0,2.2,9.7,33,87,68,1,4,9.0,97.1,7,2,Yes
U04757,2025-05-31,35,Analyst,6.3,10.0,7.3,3.5,7.9,28,127,90,0,6,7.0,78.0,8,5,No
U06006,2025-05-31,42,Designer,6.9,10.0,6.5,3.8,6.4,30,136,110,2,5,8.0,76.5,8,4,Yes
U03234,2025-06-01,21,Teacher,5.5,8.0,7.8,0.8,6.4,59,109,83,0,5,7.0,72.0,6,5,No
U02849,2025-06-01,37,Analyst,5.7,9.0,7.4,4.7,6.7,49,191,109,1,4,8.0,74.4,10,4,Yes
U05067,2025-06-01,25,Designer,6.2,10.0,5.1,2.9,11.0,34,121,79,0,6,6.0,81.2,9,6,No
U01448,2025-06-01,20,Freelancer,6.9,10.0,8.8,5.7,8.4,48,187,139,2,5,8.0,71.8,7,3,No
U04996,2025-06-01,60,Student,7.5,10.0,5.6,2.3,9.6,48,95,64,3,4,10.0,94.8,4,2,Yes
U01724,2025-06-01,49,Designer,5.6,9.0,7.8,3.4,7.1,27,165,95,1,7,8.0,74.8,5,3,No
U02629,2025-06-01,60,Software Engineer,6.7,10.0,5.5,1.5,9.8,33,92,72,0,6,7.0,81.7,7,6,No
U05142,2025-06-01,52,Software Engineer,8.3,9.0,5.1,0.4,11.2,12,94,51,1,2,10.0,100.0,6,6,No
U01271,2025-06-01,51,Analyst,6.0,6.0,4.1,1.1,7.1,22,68,66,2,1,10.0,92.3,8,5,Yes
U01619,2025-06-01,37,Analyst,7.6,10.0,5.8,1.4,9.4,17,98,65,0,4,9.0,90.1,8,5,No
U00100,2025-06-01,45,Student,6.9,9.0,12.4,9.2,9.6,57,242,189,0,6,8.0,66.4,7,2,No
U02918,2025-06-01,26,Analyst,5.7,9.0,10.0,3.4,6.7,99,178,121,3,3,10.0,88.4,5,3,No
U02607,2025-06-01,50,Software Engineer,4.7,6.0,8.4,2.2,7.6,30,160,117,3,6,7.0,70.3,5,2,No
U04708,2025-06-01,48,Teacher,6.4,7.0,10.4,5.8,7.0,82,165,131,0,5,8.0,68.0,6,1,No
U02410,2025-06-01,57,Student,7.2,9.0,6.7,3.9,10.2,9,149,115,3,5,6.0,95.3,6,3,Yes
U06802,2025-06-01,46,Freelancer,6.9,10.0,8.8,3.3,8.8,57,159,118,3,5,9.0,72.4,9,7,No
U05408,2025-06-01,59,Designer,6.1,10.0,5.1,2.9,12.0,29,101,90,3,6,5.0,88.7,7,6,Yes
U03776,2025-06-01,20,Teacher,5.1,6.0,8.5,4.5,8.7,14,190,114,1,7,7.0,60.4,4,2,No
U02542,2025-06-01,19,Analyst,7.6,8.0,2.6,1.6,7.2,35,81,57,1,4,8.0,90.1,7,3,No
U02921,2025-06-02,32,Software Engineer,8.2,10.0,4.6,2.0,8.7,11,117,89,1,4,9.0,89.1,9,6,Yes
U00626,2025-06-02,33,Software Engineer,7.3,10.0,5.4,1.7,8.0,54,102,59,0,3,7.0,96.7,9,6,No
U04603,2025-06-02,39,Designer,6.1,10.0,3.9,2.0,7.4,18,67,58,1,3,8.0,80.8,6,5,No
U05577,2025-06-02,43,Student,7.7,10.0,4.8,0.0,8.3,12,48,79,4,4,10.0,93.5,3,2,No
U05846,2025-06-02,30,Analyst,6.6,10.0,4.4,2.3,8.1,3,74,88,3,3,10.0,91.8,8,7,No
U00077,2025-06-02,43,Student,8.1,10.0,7.9,2.9,5.0,10,119,95,1,3,9.0,75.3,12,7,No
U01606,2025-06-02,19,Freelancer,7.5,10.0,6.4,3.8,9.0,32,120,99,2,5,10.0,100.0,5,2,No
U04008,2025-06-02,44,Student,6.3,10.0,7.4,2.1,9.0,37,109,97,3,7,6.0,75.0,14,9,No
U02311,2025-06-02,21,Student,5.5,8.0,6.9,0.8,8.6,35,108,68,1,7,6.0,68.6,6,3,No
U03424,2025-06-02,36,Student,7.9,10.0,9.9,1.0,5.2,31,147,91,1,7,9.0,51.3,5,3,No
U01929,2025-06-02,45,Teacher,5.8,9.0,3.1,0.0,11.1,180,79,31,2,1,10.0,100.0,3,1,No
U00470,2025-06-02,46,Software Engineer,6.9,8.0,2.7,1.6,11.5,8,85,33,1,4,6.0,89.3,7,6,Yes
U01576,2025-06-02,31,Designer,6.0,7.0,4.6,1.2,9.8,30,90,66,0,4,8.0,93.8,6,6,No
U01277,2025-06-02,37,Software Engineer,7.3,10.0,4.9,2.3,7.9,50,96,59,2,4,10.0,88.1,5,4,Yes
U04310,2025-06-02,50,Software Engineer,7.0,7.0,9.3,3.4,5.3,18,165,96,2,6,6.0,64.0,10,4,Yes
U01532,2025-06-02,30,Designer,7.1,10.0,10.7,1.8,6.8,35,146,112,2,6,8.0,76.6,7,4,No
U03783,2025-06-02,18,Software Engineer,8.6,10.0,5.4,1.6,8.6,40,124,65,3,1,10.0,100.0,8,4,No
U01556,2025-06-02,32,Teacher,5.3,10.0,3.7,1.5,9.6,23,99,47,3,4,4.0,77.8,10,4,No
U05710,2025-06-02,47,Analyst,7.0,10.0,5.4,0.6,9.7,28,130,52,0,6,5.0,71.1,4,1,Yes
U00083,2025-06-02,42,Student,7.2,8.0,5.5,1.7,11.6,26,93,66,1,5,6.0,94.6,12,10,No
U00165,2025-06-02,20,Analyst,7.4,8.0,5.1,1.3,8.8,30,108,61,2,5,9.0,100.0,5,4,Yes
U06627,2025-06-03,47,Student,5.4,8.0,6.5,4.5,6.7,60,139,111,3,5,9.0,77.9,9,5,No
U06658,2025-06-03,59,Software Engineer,8.7,10.0,8.0,4.5,5.1,45,177,96,1,7,8.0,87.2,4,2,Yes
U01356,2025-06-03,31,Designer,6.4,9.0,5.5,4.0,7.8,64,112,76,1,5,10.0,99.1,8,4,No
U05851,2025-06-03,45,Designer,5.4,8.0,8.6,2.2,7.2,13,156,105,2,9,5.0,40.1,10,7,No
U06767,2025-06-03,52,Designer,8.0,9.0,3.4,2.4,10.9,13,58,47,2,3,9.0,100.0,7,5,Yes
U05839,2025-06-03,40,Teacher,6.6,9.0,7.9,1.9,9.3,61,153,100,0,4,10.0,91.2,7,4,No
U06943,2025-06-03,56,Analyst,9.3,10.0,6.0,0.6,6.2,20,86,74,1,1,10.0,97.6,5,4,No
U01252,2025-06-03,27,Analyst,7.8,10.0,7.1,1.7,9.0,8,112,62,2,7,9.0,79.9,8,6,No
U04842,2025-06-03,46,Designer,7.9,10.0,3.2,0.3,12.0,23,41,50,3,3,10.0,100.0,6,4,No
U05406,2025-06-03,30,Teacher,8.2,10.0,9.0,2.2,7.3,43,133,124,0,2,10.0,91.5,8,6,Yes
U03019,2025-06-03,21,Freelancer,4.1,7.0,8.1,1.2,6.7,27,133,85,1,5,9.0,58.5,5,3,Yes
U06905,2025-06-03,35,Teacher,7.6,10.0,7.8,1.1,7.2,87,124,94,1,5,9.0,97.1,8,2,No
U01234,2025-06-03,51,Designer,6.1,9.0,9.2,4.6,6.3,65,151,125,0,5,6.0,62.6,11,7,No
U01692,2025-06-03,50,Freelancer,5.7,7.0,3.1,2.1,11.3,4,73,35,2,6,9.0,86.5,6,4,No
U02462,2025-06-03,35,Designer,8.9,10.0,5.9,,8.8,30,145,68,4,5,10.0,95.6,7,4,No
U06051,2025-06-03,52,Software Engineer,5.6,10.0,8.1,1.4,7.2,15,163,105,2,5,8.0,65.0,11,6,No
U01307,2025-06-03,34,Software Engineer,6.2,8.0,2.1,1.3,9.1,6,70,37,3,4,7.0,99.2,11,7,No
U05111,2025-06-03,53,Teacher,7.3,9.0,8.3,2.5,5.7,39,130,98,6,5,10.0,82.1,3,2,No
U00791,2025-06-03,43,Student,7.6,10.0,6.0,1.5,11.1,17,123,82,3,5,8.0,97.9,9,7,Yes
U04688,2025-06-03,46,Freelancer,6.9,9.0,3.1,1.8,10.0,11,33,55,6,3,8.0,98.8,6,6,No
U00355,2025-06-04,53,Freelancer,6.1,8.0,5.4,1.9,7.6,36,111,77,3,3,10.0,95.8,6,4,Yes
U00047,2025-06-04,45,Freelancer,5.8,9.0,3.7,0.8,12.0,29,76,53,2,3,8.0,96.4,9,9,No
U03012,2025-06-04,46,Software Engineer,6.8,10.0,4.0,2.4,4.6,36,138,54,1,6,7.0,80.3,8,4,No
U00227,2025-06-04,50,Designer,7.1,9.0,3.4,0.5,9.2,73,84,55,0,2,8.0,100.0,3,3,No
U04076,2025-06-04,55,Analyst,7.1,10.0,7.5,2.2,7.3,5,161,90,0,6,7.0,67.8,12,9,No
U05158,2025-06-04,40,Designer,6.3,10.0,8.9,4.0,8.6,30,122,124,1,3,7.0,93.8,5,4,No
U02223,2025-06-04,55,Analyst,6.9,8.0,8.4,2.9,7.2,45,146,111,3,7,7.0,66.5,9,5,No
U01197,2025-06-04,55,Freelancer,8.3,8.0,4.8,1.2,7.0,26,77,37,1,2,10.0,100.0,9,7,Yes
U00537,2025-06-04,38,Analyst,5.3,7.0,11.9,2.3,4.5,32,168,143,2,6,9.0,56.5,5,1,No
U00527,2025-06-04,24,Freelancer,5.6,10.0,5.9,2.7,7.4,56,99,72,1,5,8.0,68.4,7,4,No
U00098,2025-06-04,56,Analyst,6.2,10.0,6.3,0.9,7.1,87,121,78,1,3,10.0,83.6,11,7,No
U01414,2025-06-04,29,Freelancer,7.8,10.0,5.0,2.3,8.5,64,104,69,3,3,10.0,96.7,8,5,No
U06248,2025-06-04,22,Freelancer,8.4,10.0,3.6,2.0,5.4,33,89,55,1,3,8.0,97.6,8,6,No
U02898,2025-06-04,45,Software Engineer,8.2,10.0,6.1,2.5,8.9,40,153,82,1,3,9.0,100.0,7,4,Yes
U01559,2025-06-04,46,Student,6.7,10.0,4.8,2.0,11.2,65,114,70,0,4,7.0,100.0,4,4,Yes
U05949,2025-06-04,44,Software Engineer,7.5,10.0,4.4,1.6,7.1,35,119,47,0,5,8.0,88.6,11,7,No
U00119,2025-06-04,20,Analyst,5.9,9.0,8.0,4.2,5.6,15,157,97,1,7,5.0,54.0,9,5,No
U01018,2025-06-04,48,Software Engineer,8.9,10.0,5.8,0.9,6.7,53,137,59,3,4,9.0,91.6,11,6,No
U06226,2025-06-04,47,Software Engineer,7.8,10.0,10.5,5.5,6.2,54,199,147,2,8,10.0,62.7,10,6,Yes
U05802,2025-06-05,20,Software Engineer,7.9,10.0,7.7,1.4,6.8,40,120,92,2,6,10.0,74.6,5,3,No
U00097,2025-06-05,59,Analyst,6.0,10.0,6.4,0.9,10.2,21,101,56,2,6,10.0,70.0,9,6,No
U02402,2025-06-05,18,Software Engineer,4.8,10.0,7.7,2.4,6.1,35,159,93,2,5,10.0,74.8,4,4,Yes
U02356,2025-06-05,43,Software Engineer,8.3,9.0,6.9,5.0,7.9,20,165,106,0,4,8.0,90.4,6,3,No
U03487,2025-06-05,36,Analyst,7.4,10.0,5.0,1.5,11.9,60,105,71,2,2,8.0,100.0,4,4,No
U00153,2025-06-05,45,Student,9.0,10.0,9.2,1.5,9.7,55,116,103,1,4,7.0,87.8,6,2,Yes
U02683,2025-06-05,37,Teacher,5.5,7.0,5.8,3.5,7.1,30,115,79,1,7,6.0,72.8,6,1,Yes
U05141,2025-06-05,33,Designer,7.7,10.0,5.8,0.9,6.8,29,99,60,1,4,6.0,85.2,6,6,No
U04630,2025-06-05,57,Freelancer,6.2,7.0,7.0,1.9,7.1,11,128,87,0,8,9.0,65.8,7,5,Yes
U00088,2025-06-05,25,Analyst,6.4,9.0,5.3,2.6,10.1,42,70,86,2,4,10.0,100.0,9,4,No
U01781,2025-06-05,41,Teacher,6.8,9.0,10.2,6.0,9.1,49,187,122,2,4,7.0,76.0,6,4,No
U01406,2025-06-05,54,Designer,8.1,10.0,7.4,1.4,9.5,77,124,80,1,3,10.0,100.0,8,5,Yes
U04294,2025-06-05,53,Analyst,4.2,6.0,5.3,3.3,7.8,86,95,97,2,2,10.0,99.6,6,5,Yes
U06963,2025-06-05,33,Freelancer,8.6,10.0,7.4,2.2,8.4,12,139,69,3,6,8.0,68.3,10,7,Yes
U02707,2025-06-05,22,Student,6.9,10.0,5.0,3.9,8.0,127,121,89,2,1,10.0,100.0,4,4,No
U06330,2025-06-05,41,Freelancer,7.4,9.0,4.4,1.8,10.7,86,72,54,2,2,10.0,100.0,5,5,Yes
U06307,2025-06-05,35,Designer,7.7,10.0,5.6,3.9,8.6,44,141,97,3,2,9.0,87.8,4,2,No
U03927,2025-06-05,19,Freelancer,5.9,9.0,9.7,4.1,5.7,25,173,99,4,6,6.0,65.1,8,3,No
U01700,2025-06-05,58,Freelancer,6.2,10.0,5.8,2.0,9.5,35,152,68,1,4,8.0,88.4,6,4,No
U03629,2025-06-05,39,Analyst,7.9,10.0,8.5,4.4,7.8,75,174,122,1,6,9.0,69.0,7,2,No
U03697,2025-06-05,30,Teacher,7.3,9.0,9.6,3.7,7.2,36,134,146,4,6,8.0,72.9,6,3,No
U04677,2025-06-05,54,Software Engineer,7.8,9.0,5.3,2.6,9.9,70,132,88,1,3,10.0,100.0,8,6,No
U06357,2025-06-05,51,Software Engineer,5.7,7.0,5.2,2.4,7.6,24,131,65,3,6,5.0,74.7,13,8,No
U01445,2025-06-05,35,Freelancer,6.6,10.0,5.3,2.7,7.8,56,98,84,1,2,7.0,100.0,7,3,No
U00496,2025-06-06,26,Analyst,7.3,9.0,8.6,1.8,8.4,38,186,91,2,5,7.0,71.1,5,3,No
U00911,2025-06-06,27,Software Engineer,8.5,10.0,4.9,2.7,9.7,36,92,66,0,3,9.0,100.0,9,7,Yes
U02698,2025-06-06,32,Freelancer,8.4,10.0,8.0,3.1,8.0,10,143,107,3,5,7.0,88.2,10,6,No
U01864,2025-06-06,31,Analyst,7.7,10.0,5.6,2.9,7.4,39,91,70,7,6,10.0,93.9,8,6,No
U02390,2025-06-06,41,Teacher,7.5,9.0,6.4,5.0,6.7,87,161,104,3,2,10.0,91.5,2,0,No
U00702,2025-06-06,45,Analyst,7.9,10.0,9.2,2.6,8.0,48,151,112,1,5,10.0,86.6,4,1,No
U06780,2025-06-06,57,Student,9.4,10.0,3.3,1.5,10.4,21,70,63,2,3,9.0,100.0,6,5,No
U05379,2025-06-06,59,Analyst,5.1,6.0,10.2,3.7,6.7,8,166,137,1,9,6.0,49.8,3,0,Yes
U05234,2025-06-06,35,Software Engineer,6.8,8.0,11.2,1.8,6.3,47,188,135,3,8,7.0,58.1,6,4,No
U04214,2025-06-06,18,Student,6.0,10.0,4.0,2.7,9.0,8,99,89,0,3,10.0,86.2,8,5,No
U03889,2025-06-06,30,Designer,6.6,8.0,4.1,1.9,7.0,13,88,63,1,6,7.0,72.0,6,2,No
U05119,2025-06-06,33,Teacher,8.6,10.0,4.0,2.4,10.6,35,69,50,1,2,10.0,100.0,10,8,No
U05692,2025-06-06,46,Software Engineer,7.6,10.0,5.3,2.8,11.6,12,82,78,3,4,8.0,85.5,11,6,Yes
U06375,2025-06-06,27,Designer,5.1,3.0,7.1,3.5,8.0,64,136,106,4,6,5.0,66.0,5,3,No
U02368,2025-06-06,59,Analyst,7.2,9.0,2.2,0.7,11.5,28,53,32,3,1,7.0,100.0,5,3,No
U01503,2025-06-06,36,Software Engineer,6.6,10.0,6.1,1.3,9.4,17,115,65,3,6,7.0,70.8,7,5,No
U00133,2025-06-06,56,Designer,6.0,7.0,5.2,2.1,8.0,16,109,62,3,4,6.0,75.7,8,6,No
U01463,2025-06-07,46,Designer,6.1,8.0,10.5,3.7,8.8,17,160,119,1,7,7.0,66.3,12,6,No
U03042,2025-06-07,29,Freelancer,8.3,10.0,4.2,1.2,6.0,66,107,64,4,2,10.0,100.0,10,9,No
U01752,2025-06-07,25,Teacher,6.0,5.0,5.9,0.7,6.6,45,119,85,1,4,9.0,86.3,6,3,No
U00143,2025-06-07,53,Teacher,7.7,10.0,8.3,3.8,10.3,36,190,94,2,4,10.0,93.1,9,6,No
U06440,2025-06-07,49,Designer,8.4,10.0,5.1,1.2,12.0,23,106,85,1,4,10.0,100.0,7,5,No
U05624,2025-06-07,28,Freelancer,6.4,9.0,5.3,2.4,8.1,65,94,55,1,4,6.0,80.5,7,5,Yes
U05180,2025-06-07,58,Teacher,7.1,7.0,7.7,2.0,6.7,25,142,78,1,6,9.0,77.9,8,4,No
U02125,2025-06-07,20,Analyst,6.3,10.0,4.1,1.4,6.0,23,65,54,1,6,8.0,81.0,8,5,No
U05143,2025-06-07,47,Student,9.3,10.0,11.2,7.2,8.7,30,197,168,1,4,9.0,71.4,8,6,Yes
U03054,2025-06-07,52,Analyst,6.7,10.0,1.1,0.4,9.6,13,62,4,2,3,10.0,100.0,6,3,No
U01860,2025-06-07,45,Software Engineer,7.4,10.0,4.3,2.7,7.3,21,120,72,1,4,10.0,100.0,8,3,No
U02969,2025-06-07,58,Designer,6.2,9.0,11.2,6.2,8.9,26,190,161,0,6,8.0,71.7,10,7,No
U00200,2025-06-07,21,Analyst,7.4,10.0,6.5,3.8,8.0,15,152,93,2,6,8.0,69.6,8,7,No
U06915,2025-06-07,20,Student,7.0,8.0,6.7,3.1,10.1,18,143,98,4,6,7.0,72.8,4,4,No
U03641,2025-06-07,40,Teacher,6.7,9.0,4.8,0.0,11.0,64,84,41,1,4,10.0,100.0,11,5,No
U06900,2025-06-07,36,Teacher,7.8,10.0,4.3,0.3,12.0,49,52,56,2,2,,100.0,5,5,No
U04338,2025-06-07,60,Teacher,6.0,10.0,7.0,3.4,6.9,26,148,95,4,7,7.0,74.8,10,5,No
U01685,2025-06-08,29,Designer,6.9,10.0,2.5,0.9,10.3,24,70,40,3,3,9.0,100.0,9,8,No
U06117,2025-06-08,34,Software Engineer,5.1,7.0,6.8,5.3,7.6,60,148,100,1,6,8.0,83.4,8,2,Yes
U03912,2025-06-08,49,Software Engineer,7.6,10.0,10.8,2.5,7.4,21,156,139,1,9,8.0,54.8,4,2,No
U05622,2025-06-08,42,Student,5.4,9.0,9.3,2.7,6.0,8,166,104,1,7,6.0,50.3,7,2,No
U05435,2025-06-08,53,Software Engineer,7.2,10.0,5.8,3.0,9.5,12,133,64,2,3,10.0,100.0,6,4,No
U02662,2025-06-08,47,Student,9.7,10.0,6.3,2.5,7.0,59,124,79,0,3,10.0,100.0,7,5,No
U01582,2025-06-08,24,Analyst,6.8,10.0,10.7,3.0,2.7,73,197,125,0,5,9.0,55.5,4,1,Yes
U01535,2025-06-08,56,Analyst,7.6,10.0,6.4,1.3,8.0,13,120,84,0,4,8.0,85.9,3,3,No
U00974,2025-06-08,31,Student,7.4,10.0,8.5,5.3,6.2,19,196,116,2,4,10.0,77.0,6,3,Yes
U00019,2025-06-08,41,Designer,6.3,9.0,11.0,4.6,8.2,34,181,148,2,9,5.0,49.8,8,3,No
U05019,2025-06-08,19,Software Engineer,5.1,8.0,10.8,4.4,2.7,66,193,129,2,7,6.0,62.0,11,3,No
